"","bene_count","bene_count_ge65","bene_count_ge65_suppress_flag","description_flag","drug_name","ge65_suppress_flag","generic_name","npi","nppes_provider_city","nppes_provider_first_name","nppes_provider_last_org_name","nppes_provider_state","specialty_desc","total_30_day_fill_count","total_30_day_fill_count_ge65","total_claim_count","total_claim_count_ge65","total_day_supply","total_day_supply_ge65","total_drug_cost","total_drug_cost_ge65"
"2183",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1851424535,"CLEVELAND","DAVID","JONES","OH","Internal Medicine",35,15,35,15,983,415,685.44,262.36
"2184",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1861457509,"WOOSTER","AYMAN","BASALI","OH","Interventional Pain Management",17,0,17,0,482,0,5825.55,0
"2185",16,NA,"*","S","METHADONE HCL","","METHADONE HCL",1144539479,"SANDUSKY","KATHERINE","MCGRAW","OH","Nurse Practitioner",105.6,12.3,105,12,2206,355,2295.82,80.69
"2186",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1003976200,"PAINESVILLE","PAUL","HANAHAN","OH","General Practice",99,0,99,0,2878,0,3519.48,0
"2187",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1760411441,"HAMILTON","KENNETH","TEPE","OH","Psychiatry",14,0,14,0,390,0,1954.54,0
"2188",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1891771630,"FAIRLAWN","BHARAT","SHAH","OH","Psychiatry",16,0,16,0,156,0,1100.71,0
"2189",25,NA,"*","T","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1629092739,"COLUMBUS","JOSEPH","SIMONE","OH","Anesthesiology",136,NA,136,NA,3854,NA,80319.16,NA
"2190",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972678894,"NORTH OLMSTED","GREGORY","BOEHM","OH","Psychiatry",64,0,64,0,1844,0,28364.58,0
"2191",NA,NA,"#","S","NALTREXONE HCL","#","NALTREXONE HCL",1629022207,"NEWARK","WILLIAM","HIGHBERGER","OH","Addiction Medicine",12,NA,12,NA,360,NA,425.67,NA
"2192",NA,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1588669543,"COSHOCTON","DAVID","LOZOWSKI","OH","Family Practice",13,13,13,13,364,364,487.37,487.37
"2193",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1376589036,"COLUMBUS","JAMES","POWERS","OH","Physical Medicine and Rehabilitation",12,12,12,12,360,360,194.04,194.04
"2194",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1841250024,"CINCINNATI","NISAR","HAQ","OH","Internal Medicine",15,NA,15,NA,406,NA,5258.42,NA
"2195",NA,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1720056484,"MARION","BIPIN","DESAI","OH","Psychiatry",18,NA,18,NA,475,NA,631.87,NA
"2196",14,NA,"*","S","METHADONE HCL","","METHADONE HCL",1861521940,"CENTERVILLE","ABDULLAHI","MUBARAK","OH","Addiction Medicine",74.3,16,74,16,2080,455,2965.7,645.14
"2197",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1548292519,"COLUMBUS","MICHAEL","BOURN","OH","Hospice and Palliative Care",26,13,26,13,721,364,7434.04,3738.45
"2198",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1871669572,"SPRINGFIELD","DAMANJIT","YAKHMI","OH","Psychiatry",45,0,45,0,109,0,1583.92,0
"2199",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1942316245,"BEDFORD HEIGHTS","KENNETH","MOSS","OH","Anesthesiology",35,0,35,0,1050,0,1482.18,0
"2200",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1689645947,"WESTERVILLE","FRANCINE","PULVER","OH","Physical Medicine and Rehabilitation",13,NA,13,NA,390,NA,269.7,NA
"2201",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1033177571,"COLUMBUS","ESKENDER","GETACHEW","OH","Neurology",18,0,18,0,433,0,9335.47,0
"2202",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1730306267,"DUBLIN","S","GAETA","OH","Internal Medicine",49,49,49,49,612,612,594.48,594.48
"2203",12,NA,"*","S","METHADONE HCL","","METHADONE HCL",1306937867,"COLUMBUS","WALTER","MYSIW","OH","Physical Medicine and Rehabilitation",106,24,104,22,3172,720,2596.4,712.75
"2204",NA,0,"","T","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1386812451,"MILFORD","MARC","WHITSETT","OH","Internal Medicine",14,0,14,0,277,0,1750.76,0
"2205",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1033129937,"CINCINNATI","JOHN","OFFENBERGER","OH","Psychiatry",20,0,20,0,586,0,909.62,0
"2206",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1497861744,"CHARDON","CAROL","NOALL","OH","Family Practice",13,0,13,0,390,0,289,0
"2207",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972601250,"COLUMBUS","JAY","LEE","OH","Psychiatry",16.2,16.2,16,16,395,395,5650.76,5650.76
"2208",11,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1730169822,"MARIETTA","GARY","GELESH","OH","Emergency Medicine",15,NA,15,NA,383,NA,5400,NA
"2209",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1740258425,"OREGON","SUZANNE","LUEBKE","OH","Physician Assistant",15,0,15,0,43,0,548.64,0
"2210",NA,0,"","T","NALTREXONE HCL","","NALTREXONE HCL",1720105109,"DAYTON","JEANNINE","SHEPPARD","OH","Psychiatry & Neurology",24,0,24,0,697,0,1245.31,0
"2211",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1477714830,"CINCINNATI","LOGAN","WINK","OH","Psychiatry",12,0,12,0,360,0,600.86,0
"2212",13,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1003005034,"NEWARK","MISTI","STAGGERS","OH","Nurse Practitioner",183,NA,183,NA,2493,NA,2093.08,NA
"2213",17,NA,"*","S","BUTRANS","","BUPRENORPHINE",1932187515,"LANCASTER","JOHN","WALTER","OH","Physical Medicine and Rehabilitation",92.6,12,92,12,2549,330,39664.48,5234.68
"2214",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1982892493,"LORAIN","GIRGIS EMIL","GIRGIS","OH","Pain Management",14,NA,14,NA,420,NA,239.27,NA
"2215",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1508858564,"CINCINNATI","FRANCIS","COLLINS","OH","Internal Medicine",13,0,13,0,390,0,157.81,0
"2216",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1982937413,"DAYTON","ANGELA","PRICKETT","OH","Nurse Practitioner",15,NA,15,NA,406,NA,4320.37,NA
"2217",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1619195641,"AKRON","REX","WILFORD","OH","Internal Medicine",12,0,12,0,360,0,231.04,0
"2218",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1447264825,"YOUNGSTOWN","SUZAN","SELIM","OH","Internal Medicine",16,16,16,16,160,160,268.39,268.39
"2219",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1205838109,"CINCINNATI","JOSEPH","DAGENBACH","OH","Internal Medicine",14,NA,14,NA,390,NA,5964.54,NA
"2220",24,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1275596553,"HILLIARD","PANDURANGA","LINGAM","OH","Interventional Pain Management",107.8,NA,107,NA,2898,NA,2134.68,NA
"2221",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1649234311,"CINCINNATI","TIMOTHY","MCCARREN","OH","Family Practice",12,NA,12,NA,336,NA,3484.54,NA
"2222",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1093901357,"SUNBURY","DAVID","RATH","OH","Internal Medicine",13,0,13,0,364,0,2638.85,0
"2223",11,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1245202043,"BELLEVUE","BRENDAN","BAUER","OH","Neurology",43,NA,43,NA,1274,NA,1018.2,NA
"2224",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1659366938,"CINCINNATI","MARSHALL","MCHENRY","OH","Internal Medicine",32.8,18.6,32,18,938,512,586.31,247.32
"2225",23,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1134401714,"TOLEDO","MOHAMMAD","ADAS","OH","Internal Medicine",180,0,180,0,1820,0,16245.42,0
"2226",11,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1508245218,"FAIRLAWN","ESTHER","GOTFRYD","OH","Nurse Practitioner",19,NA,19,NA,538,NA,395.28,NA
"2227",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1366441651,"TOLEDO","WILLIAM","STERNFELD","OH","General Surgery",22,0,22,0,422,0,427.91,0
"2228",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1063452175,"DAYTON","ROBERT","BRANDT","OH","Family Practice",21,0,21,0,630,0,799.71,0
"2229",NA,0,"","T","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1619973971,"DAYTON","JOHN","MOORE","OH","Specialist",36.2,0,36,0,857,0,3315.13,0
"2230",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1578582649,"CANTON","SHISHUKA","MALHOTRA","OH","Psychiatry & Neurology",43,0,43,0,782,0,9570.99,0
"2231",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1063761955,"CONCORD TWP","MAUREEN","MURRAY","OH","Nurse Practitioner",34,13,32,13,960,345,613.19,228.02
"2232",49,11,"","S","METHADONE HCL","","METHADONE HCL",1861654048,"MASON","MICHAEL","DANKO","OH","Pain Management",240,60,240,60,6987,1775,5908.45,1581.76
"2233",27,NA,"*","S","METHADONE HCL","","METHADONE HCL",1114978012,"CINCINNATI","SUNG","MIN","OH","Physical Medicine and Rehabilitation",290,71,289,71,8268,2062,9969.13,2326.49
"2234",15,NA,"*","T","METHADONE HCL","*","METHADONE HCL",1538452321,"CLEVELAND","NICOLE","SHIRILLA","OH","Student in an Organized Health Care Education/Training Program",20.2,NA,20,NA,588,NA,619.46,NA
"2235",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1851311559,"COLUMBUS","DAVID","BRILL","OH","Family Practice",28,0,28,0,772,0,2536.29,0
"2236",45,22,"","S","BUTRANS","","BUPRENORPHINE",1578718821,"CUYAHOGA FALLS","DMITRI","SOUZDALNITSKI","OH","Interventional Pain Management",182,85,182,85,4950,2333,56939.99,25974.59
"2237",18,NA,"#","S","METHADONE HCL","","METHADONE HCL",1255330932,"HAMILTON","HARRY","DAVIN","OH","Internal Medicine",114,78,105,72,3343,2281,3221.74,1786.91
"2238",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1568501922,"GALION","MELANY","RAEDY","OH","Neurology",53,0,53,0,312,0,3625,0
"2239",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1124035522,"COLUMBUS","LEE","HEBERT","OH","Nephrology",14,0,14,0,400,0,885.1,0
"2240",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1427163906,"DAYTON","JAN","GOUDA","OH","Pain Management",22,0,22,0,253,0,1982.9,0
"2241",22,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1164479200,"CLEVELAND","RADHA","BAISHNAB","OH","Internal Medicine",198.2,20,197,20,4363,473,85015.02,8124.11
"2242",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1629096052,"FAIRLAWN","MATTHEW","JONES","OH","Pain Management",13.1,NA,13,NA,362,NA,6124.08,NA
"2243",22,NA,"#","S","BUTRANS","","BUPRENORPHINE",1376821058,"TOLEDO","SVETLANA","STAHL","OH","Nurse Practitioner",129,102,129,102,1823,1394,19052.49,15295.73
"2244",14,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1679531388,"MARION","SAMIR","ISKANDER","OH","Physical Medicine and Rehabilitation",142,NA,142,NA,4015,NA,2934.83,NA
"2245",15,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1992748230,"WILLOUGHBY","TEYMOUR","SEPAHBODI","OH","Psychiatry",17,0,17,0,510,0,745.98,0
"2246",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1871669572,"SPRINGFIELD","DAMANJIT","YAKHMI","OH","Psychiatry",46,0,46,0,293,0,959.53,0
"2247",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1881857043,"TOLEDO","HABEEB","ARAR","OH","Psychiatry",18.9,0,18,0,481,0,1273.24,0
"2248",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1104818335,"TOLEDO","VIVEK","TRIVEDI","OH","Anesthesiology",45,17,45,17,1323,498,861.56,307.21
"2249",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1366786048,"LORAIN","COLLINS","UZUEGBU","OH","Certified Clinical Nurse Specialist",16.5,NA,16,NA,471,NA,356.41,NA
"2250",15,NA,"*","S","METHADONE HCL","","METHADONE HCL",1346422615,"CLEVELAND","MARISA","WYNNE","OH","Pain Management",47,20,47,20,1337,554,755.72,373.53
"2251",16,NA,"*","S","METHADONE HCL","","METHADONE HCL",1083041511,"AKRON","SABRINA","BARROS","OH","Physician Assistant",55,11,55,11,1373,282,819.09,223.5
"2252",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1508821711,"CLEVELAND","HONG","SHEN","OH","Physical Medicine and Rehabilitation",45.8,33.8,45,33,1366,1014,1349.28,1079.46
"2253",13,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1255316204,"YOUNGSTOWN","JANARDAN","TALLAM","OH","Emergency Medicine",20,NA,20,NA,471,NA,6525.66,NA
"2254",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1669471439,"TOLEDO","LISA","WONNELL-CHIZMAR","OH","Nurse Practitioner",18,NA,18,NA,506,NA,4716.97,NA
"2255",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1881635670,"WILLOUGHBY","MIHAELA","DONCA","OH","Internal Medicine",25,25,25,25,362,362,179.16,179.16
"2256",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1265481485,"COLUMBUS","CRAIG","WILLIAMS","OH","Psychiatry",24.2,0,24,0,725,0,1273.56,0
"2257",NA,NA,"#","S","NALTREXONE HCL","#","NALTREXONE HCL",1902844780,"BEACHWOOD","RICHARD","STEIN","OH","Internal Medicine",18,NA,18,NA,540,NA,731.08,NA
"2258",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1134180664,"MIDDLETOWN","MARY","GAEKE","OH","Hematology/Oncology",33,17,33,17,975,510,562.35,239.62
"2259",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1609010594,"CINCINNATI","ERNEST","PEDAPATI","OH","Psychiatry",13,0,13,0,390,0,3183.98,0
"2260",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1225384449,"FINDLAY","JASON","WARTGOW","OH","Nurse Practitioner",21.7,NA,21,NA,650,NA,355.87,NA
"2261",24,NA,"*","S","METHADONE HCL","","METHADONE HCL",1881670628,"FAIRLAWN","DHRUV","SHAH","OH","Interventional Pain Management",100,17,100,17,2858,480,2147.58,246.09
"2262",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1639311681,"COSHOCTON","CESAREO AMADEO","TONGCO","OH","Family Practice",14,NA,14,NA,405,NA,198.99,NA
"2263",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1356338222,"GAHANNA","GIRIDHAR","SINGH","OH","Psychiatry",34,0,34,0,351,0,4466.82,0
"2264",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1063500932,"CENTERVILLE","ANDREAS","SYLLABA","OH","General Practice",21,0,21,0,615,0,4010.12,0
"2265",89,NA,"*","S","METHADONE HCL","","METHADONE HCL",1346204039,"MARION","ADIL","KATABAY","OH","Interventional Pain Management",642,75,642,75,19243,2250,12566.32,1463.31
"2266",14,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1770606063,"PERRYSBURG","MAHJABEEN","ISLAM","OH","Family Practice",191,0,191,0,2274,0,27887.58,0
"2267",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1083690382,"NEWARK","JAMES","OAKS","OH","Psychiatry",34.4,0,34,0,969,0,13733.6,0
"2268",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1609840099,"TOLEDO","MELANIE","HADDOX","OH","Psychiatry",13,0,13,0,390,0,2812.81,0
"2269",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1528068806,"ASHLAND","KATHERINE","HESS","OH","Internal Medicine",43,43,43,43,363,363,405.8,405.8
"2270",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1659372746,"TOLEDO","PAUL","WILSON","OH","General Practice",12,0,12,0,330,0,3489.78,0
"2271",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1184738619,"CLEVELAND","CRAIG","HILEMAN","OH","Family Practice",35,35,35,35,258,258,254.16,254.16
"2272",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1487623781,"BOARDMAN","SANDRA","ROBINSON","OH","Family Practice",11,NA,11,NA,310,NA,2672.65,NA
"2273",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1104879873,"CINCINNATI","DONALD","NUNLIST YOUNG","OH","Family Practice",11,0,11,0,330,0,154.44,0
"2274",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1003814633,"REYNOLDSBURG","FRED","WORLEY","OH","Internal Medicine",12,12,12,12,335,335,178.38,178.38
"2275",15,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1083671945,"CLAYTON","WALTER","KEYES","OH","Family Practice",75.3,15,75,15,1736,398,26735.51,8330.28
"2276",NA,0,"","S","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1245302819,"SANDUSKY","ALIREZA","BEHBOUDI","OH","Orthopedic Surgery",14,0,14,0,86,0,1523.3,0
"2277",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1730178401,"FAIRFIELD","CHRISTOPHER","MEIER","OH","Family Practice",27,27,19,19,795,795,321,321
"2278",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1588694350,"CINCINNATI","ALSON","GREINER","OH","Neurosurgery",20,0,20,0,555,0,3624.89,0
"2279",17,0,"","T","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1992762264,"BOARDMAN","NICHOLAS","ATANASOFF","OH","Psychiatry & Neurology",30.9,0,30,0,476,0,5821.54,0
"2280",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1841274552,"LANCASTER","TROY","EDWARDS","OH","Internal Medicine",29,NA,29,NA,759,NA,865.36,NA
"2281",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1790766012,"DOVER","JOHN","BURNHAM","OH","Family Practice",24,24,24,24,360,360,293.06,293.06
"2282",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1447291869,"COLUMBUS","DONALD","WOODARD","OH","Family Practice",99,0,99,0,2357,0,38366.02,0
"2283",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1558312009,"COLUMBUS","TIMOTHY","RYAN","OH","Family Practice",46,22,46,22,1374,654,1320.48,517.62
"2284",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1699757781,"YOUNGSTOWN","ADIL","JAFFER","OH","Family Practice",36,14,36,14,990,392,14387.49,5791.87
"2285",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1053538512,"SYLVANIA","RYAN","SZENDERSKI","OH","Physician Assistant",12,NA,12,NA,336,NA,4577.96,NA
"2286",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1487635306,"HUBBARD","DANIEL","BROWN","OH","Family Practice",25,0,25,0,393,0,2928.94,0
"2287",34,NA,"*","T","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1467420919,"YOUNGSTOWN","ANIL","NALLURI","OH","Specialist",104.1,NA,104,NA,2200,NA,30436.28,NA
"2288",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1164479200,"CLEVELAND","RADHA","BAISHNAB","OH","Internal Medicine",20,0,20,0,438,0,7998.02,0
"2289",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1780660886,"LANCASTER","MARTIN","MENOSKY","OH","Family Practice",42,0,42,0,1098,0,12252.41,0
"2290",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1326046541,"GRANVILLE","MICHAEL","BARTH","OH","Family Practice",23,11,23,11,690,330,859.45,665.41
"2291",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1316930100,"AUSTINTOWN","JOHN","VARGO","OH","Family Practice",13,0,13,0,390,0,5690.92,0
"2292",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1568468569,"ASHLAND","KATHERINE","LONGSDORF","OH","Family Practice",13,13,13,13,230,230,133.9,133.9
"2293",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1336146448,"STEUBENVILLE","JOHN","FIGEL","OH","Family Practice",13,NA,13,NA,370,NA,91.52,NA
"2294",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1740246073,"CINCINNATI","KELLIE","BOYD","OH","Family Practice",63,NA,63,NA,1004,NA,14626.25,NA
"2295",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1790727030,"CINCINNATI","BRUCE","CORSER","OH","Internal Medicine",18,18,18,18,540,540,136.51,136.51
"2296",16,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1447247408,"DUBLIN","STEVEN","SCHNEIDER","OH","Emergency Medicine",21,0,21,0,598,0,8516.49,0
"2297",15,NA,"*","S","BUTRANS","","BUPRENORPHINE",1306893383,"WESTERVILLE","JING","CHEN","OH","Pain Management",39,16,39,16,1077,450,13871.06,6049.46
"2298",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1942411939,"NEW PHILADELPHIA","MICHELE","DAWSON","OH","Nurse Practitioner",26,NA,24,NA,780,NA,750.56,NA
"2299",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1801989959,"RICHMOND HTS","ROBERT","WHITEHOUSE","OH","Family Practice",39,0,39,0,1112,0,1742.65,0
"2300",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1912946146,"CINCINNATI","EMMANUEL","RIVERA","OH","Geriatric Medicine",42,NA,42,NA,537,NA,607.51,NA
"2301",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1376507293,"UPPER ARLINGTON","DANIEL","JONES","OH","Neurology",20,0,20,0,544,0,769.11,0
"2302",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1801810726,"GALLIPOLIS","CHRISTINA","KREMER-GOODSON","OH","Family Practice",30.1,0,30,0,374,0,1159.32,0
"2303",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1881034916,"DEFIANCE","NICOLE","MORRIS","OH","Nurse Practitioner",13,0,13,0,364,0,5186.06,0
"2304",NA,0,"","S","VIVITROL","","NALTREXONE MICROSPHERES",1154490738,"BELLEFONTAINE","TRACY","DETWILER","OH","Physician Assistant",12,0,12,0,344,0,15449.8,0
"2305",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1184979965,"WARRENSVILLE HTS","MAGGIE","MARCIN","OH","Nurse Practitioner",12,0,12,0,211,0,130.47,0
"2306",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1073510855,"MANSFIELD","GARY","FRANTZ","OH","Family Practice",13,0,13,0,390,0,5551.04,0
"2307",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1265503700,"COLUMBUS","NUR","BADSHAH","OH","Family Practice",71,0,71,0,1078,0,15425.19,0
"2308",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1992751077,"COLUMBUS","SHERI","KNEPEL","OH","Emergency Medicine",30.1,NA,30,NA,859,NA,926.79,NA
"2309",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1912950361,"TIFFIN","NAGHMANA","MASOOD","OH","Family Practice",105,13,105,13,1502,274,12582.22,3882.82
"2310",NA,NA,"*","S","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1124084314,"KETTERING","STEVEN","SCHAERER","OH","Family Practice",13,13,13,13,356,356,9114.33,9114.33
"2311",23,11,"","S","METHADONE HCL","","METHADONE HCL",1992706329,"TOLEDO","JAMES","BASSETT","OH","Pain Management",155,63,153,61,4639,1890,3136.46,1156.43
"2312",NA,0,"","S","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1902883507,"ORRVILLE","DOUGLAS","BROWN","OH","Family Practice",12,0,12,0,360,0,3239.04,0
"2313",NA,NA,"*","T","METHADONE HCL","","METHADONE HCL",1477998052,"COLUMBUS","ALAN","BOUCHER","OH","Student in an Organized Health Care Education/Training Program",32.1,12,32,12,949,345,1554.84,341.68
"2314",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1306931761,"CLEVELAND","WILLEM","VANHEECKEREN","OH","Hematology/Oncology",67,21,67,21,1935,565,1116.81,471.94
"2315",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1942415344,"HAMILTON","JULIE","BROERING","OH","Family Practice",13,13,13,13,364,364,6072.39,6072.39
"2316",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1699919365,"CLEVELAND","VICTORIA","CORELL","OH","Nurse Practitioner",21,21,21,21,592,592,8795.89,8795.89
"2317",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1417933490,"LANCASTER","JAMES","GUENTHER","OH","Obstetrics/Gynecology",20,0,20,0,411,0,1798.02,0
"2318",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1104821255,"TOLEDO","PAUL","MITCH","OH","Psychiatry",16,16,16,16,334,334,4704.18,4704.18
"2319",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1700882420,"BATAVIA","NATVARLAL","PATEL","OH","Internal Medicine",11,NA,11,NA,330,NA,216.86,NA
"2320",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1245465616,"CLEVELAND","ERIC","BAUM","OH","Nurse Practitioner",42,42,42,42,703,703,596.24,596.24
"2321",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1366439325,"PICKERINGTON","LOUIS","BOWMAN","OH","Emergency Medicine",20,0,20,0,433,0,7192.94,0
"2322",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1073508354,"ATHENS","MELINDA","FORD","OH","Family Practice",15,0,15,0,389,0,4385.05,0
"2323",NA,NA,"*","S","EMBEDA","*","MORPHINE SULFATE/NALTREXONE",1821041674,"FAIRFIELD","HAMMAM","AKBIK","OH","Pain Management",12,NA,12,NA,330,NA,4122.05,NA
